"kieskring","partij","nummer","naam kandidaat","voorletters","voornaam","gender","woonplaats"
"Arnhem","De Burger Beweging","18","Hondema","A.R.","Indi","v","Oppenhuizen"
"Arnhem","De Burger Beweging","19","Venema","J.","Janita","v","Leeuwarden"
"Arnhem","De Burger Beweging","20","Ghuijs","J.A.A.M.","Jeroen","m","Zwijndrecht"
"Arnhem","De Burger Beweging","21","Kirpensteijn","J.J.","Jolanda","v","Amsterdam"
"Arnhem","De Burger Beweging","22","Wilshaus","J.","Jolanda","v","Bunnik"
"Arnhem","De Burger Beweging","23","Jansen","C.P.M.","Karina","v","Brunssum"
"Arnhem","De Burger Beweging","24","Haccou","H.K.","Kitty","v","Valthe"
"Arnhem","De Burger Beweging","25","van der Vlist","L.","Leo","m","Amsterdam"
"Arnhem","De Burger Beweging","26","Hupe","L.B.","Lex","m","Purmerend"
"Arnhem","De Burger Beweging","27","Bervoets","L.F.","Louis","m","Groningen"
"Arnhem","De Burger Beweging","28","Janssen","M.","Marco","m","Eindhoven"
"Arnhem","De Burger Beweging","29","Cornielje","M.J.M.","Marielle","v","Nijmegen"
"Arnhem","De Burger Beweging","30","Lamers","M.R.","Marnix","m","Doorn"
"Arnhem","De Burger Beweging","31","Hanff","M.J.","Marijke","v","Groesbeek"
"Arnhem","De Burger Beweging","32","van der Burgt","N.J.","Nina","v","Uden"
"Arnhem","De Burger Beweging","33","van Vliet","P.J.W.G.","Peter","m","Haren Gn"
"Arnhem","De Burger Beweging","34","van de Graaf","M.J.","Purusha","v","Olburgen"
"Arnhem","De Burger Beweging","35","Visser","O.J.","Rene","m","Rotterdam"
"Arnhem","De Burger Beweging","36","Graafsma","R.A.J.","René","m","Maartensdijk"
"Arnhem","De Burger Beweging","37","Geelen","R.W.","Robbert","m","Olburgen"
"Arnhem","De Burger Beweging","38","Swami-Persaud","R.H.","Robert","m","Wijchen"
"Arnhem","De Burger Beweging","39","Tourgaidis","W.","Roula","v","Amstelveen"
"Arnhem","De Burger Beweging","40","Zoethout","S.","Sjoerd","m","Spijkenisse"
"Arnhem","De Burger Beweging","41","Massop","W.G.M.","Wim","m","Almere"
"Arnhem","Vrijzinnige Partij","1","Klein","N.P.M.","Norbert","m","Hoevelaken"
"Arnhem","Vrijzinnige Partij","2","Loomans","M.L.P.","Marie-Louise","v","Soest"
"Arnhem","Vrijzinnige Partij","3","Wienbelt","M.C.","Maarten","m","Heteren"
"Arnhem","Vrijzinnige Partij","4","Westenberg","A.A.","Artemis","v","Capelle aan den IJssel"
"Arnhem","Vrijzinnige Partij","5","Haddering","H.","Harry","m","Assen"
"Arnhem","Vrijzinnige Partij","6","Smit","W.F.","Wouter","m","Duiven"
"Arnhem","Vrijzinnige Partij","7","Lammers","R.","Ruud","m","Papendrecht"
"Arnhem","Vrijzinnige Partij","8","Kuijpers","J.G.L.","Gerard","m","Zoetermeer"
"Arnhem","Vrijzinnige Partij","9","Byrde","Y.A.C.","Yohan","m","Mississauga (CA)"
"Arnhem","Vrijzinnige Partij","10","Huigens","A.F.J.","Antoon","m","Apeldoorn"
"Arnhem","Vrijzinnige Partij","11","Seelig","D.A.","Dino","m","Drunen"
"Arnhem","Vrijzinnige Partij","12","Vorswijk","M.K.","Martin","m","Amsterdam"
"Arnhem","Vrijzinnige Partij","13","Zandberg","J.G.","Jeroen","m","Voorburg"
"Arnhem","Vrijzinnige Partij","14","Stassen","L.B.","Lucas","m","Zeist"
"Arnhem","GeenPeil","1","Dijkgraaf","J.","Jan","m","Eesterga"
"Arnhem","GeenPeil","2","Dreijer","H.B.E.","Beryl","v","Santpoort-Noord"
"Arnhem","GeenPeil","3","Aarad","A.","Ahmed","m","'s-Gravenhage"
"Arnhem","GeenPeil","4","Reijnaers","D.J.W.","Damiaan","m","Diemen"
"Arnhem","GeenPeil","5","Klaver","C.","Chantal","v","'s-Gravenhage"
"Arnhem","GeenPeil","6","Akdoğan","A.","Alptekin","m","Houten"
"Arnhem","GeenPeil","7","de Swart","N.C.","Niels","m","Amsterdam"
"Arnhem","GeenPeil","8","Riemer","G.J.","Geert-Johan","m","Alkmaar"
"Arnhem","GeenPeil","9","Groenewoud","V.B.","Vivienne","v","Zeist"
"Arnhem","GeenPeil","10","Giebels","S.","Sander","m","Zwolle"
"Arnhem","GeenPeil","11","Bal","A.","Ali","m","Heemskerk"
"Arnhem","GeenPeil","12","Brante","M.C.","Maarten","m","Amsterdam"
"Arnhem","GeenPeil","13","de Dood","H.J.M.","Marcel","m","Nieuwerkerk aan den IJssel"
"Arnhem","GeenPeil","14","de Konink","S.A.M.M.","Stefan","m","Leidschendam"
"Arnhem","Piratenpartij","1","van de Leest","A.T.","Ancilla","v","Amsterdam"
"Arnhem","Piratenpartij","2","Pontier","M.A.","Matthijs","m","Amsterdam"
"Arnhem","Piratenpartij","3","Brouwer","H.A.","Rico","m","Almere"
"Arnhem","Piratenpartij","4","Straver","A.T.E.","Alex","m","Sauwerd"
"Arnhem","Piratenpartij","5","Downs-Hovestadt","P.M.H.","Petra","v","Helmond"
"Arnhem","Piratenpartij","6","Feitsma","T.T.","Tjerk","m","Amstelveen"
"Arnhem","Piratenpartij","7","Lensink","M.C.","Maarten","m","Tampere (FI)"
"Arnhem","Piratenpartij","8","Janssen","L.D.","Lars","m","Amsterdam"
"Arnhem","Piratenpartij","9","Sikkema","G.B.","Bob","m","Enkhuizen"
"Arnhem","Piratenpartij","10","Dulfer","M.","Michiel","m","Groningen"
"Arnhem","Piratenpartij","11","Huurman","R.J.","Rogier","m","Utrecht"
"Arnhem","Piratenpartij","12","Dieleman","B.","Bas","m","Rotterdam"
"Arnhem","Piratenpartij","13","Peskens","G.L.J.","Gijs","m","Leiden"
"Arnhem","Piratenpartij","14","Maessen","W.M.M.","Wiel","m","Alem"
"Arnhem","Piratenpartij","15","Hallegraeff","D.S.","Dylan","m","'s-Gravenhage"
"Arnhem","Piratenpartij","16","de Jong","J.T.","Joran","m","Uithoorn"
"Arnhem","Piratenpartij","17","Batstra","J.","Janmaarten","m","Enschede"
"Arnhem","Piratenpartij","18","van der Velde","V.C.","Vincent","m","Almere"
"Arnhem","Piratenpartij","19","Wijnans","F.P.E.","Frank","m","Idsegahuizum"
"Arnhem","Piratenpartij","20","van Oudheusden","L.J.","Leo","m","Groningen"
"Arnhem","Piratenpartij","21","Kleinpaste","G.J.","Gertjan","m","Dordrecht"
"Arnhem","Piratenpartij","22","Stubbe","M.","Melvin","m","Winschoten"
"Arnhem","Piratenpartij","23","Borghuis ook genaamd op de Borg","D.R.","Dave","m","Enschede"
"Arnhem","Piratenpartij","24","Schönberger","R.A.","Ronald","m","Amsterdam"
"Arnhem","Piratenpartij","25","van Luxzenburg","E.","Erik","m","Apeldoorn"
"Arnhem","Piratenpartij","26","Bouyaara","O.","Uzi","m","Utrecht"
"Arnhem","Piratenpartij","27","van den Dool","C.W.","Wim","m","Puttershoek"
"Arnhem","Piratenpartij","28","Hofman","E.D.","Ewoud","m","Groningen"
"Arnhem","Piratenpartij","29","Pasterkamp","J.D.","Jelle Dirk","m","Urk"
"Arnhem","Piratenpartij","30","van Vuuren","M.","Martin","m","Ridderkerk"
"Arnhem","Piratenpartij","31","Biesma","A.R.","Arne","m","Amsterdam"
"Arnhem","Piratenpartij","32","Gautier","J.T.N.","Teun","m","Amsterdam"
"Arnhem","Piratenpartij","33","van Ravensteijn","L.S.","Loulou","v","Amsterdam"
"Arnhem","Piratenpartij","34","Ziegler","F.C.","Floor","v","Amsterdam"
"Arnhem","Piratenpartij","35","Ventevogel","T.C.","Tommy","m","Rotterdam"
"Arnhem","Piratenpartij","36","Chaudry","K.A.","Khalid Ahmed","m","'s-Gravenhage"
"Arnhem","Piratenpartij","37","Poot","D.","Dirk","m","Hoeven"
"Arnhem","Artikel 1","1","Simons","S.H.","Sylvana","v","Ouder-Amstel"
"Arnhem","Artikel 1","2","Faïd","F.","Fatima","v","'s-Gravenhage"
"Arnhem","Artikel 1","3","Sins","B.E.","Brigitte","v","Amsterdam"
"Arnhem","Artikel 1","4","Akhechaa","A.","Adil","m","Amsterdam"
"Arnhem","Artikel 1","5","van Tricht","J.H.","Jens","m","Amsterdam"
"Arnhem","Artikel 1","6","van der Kooye","M.I.D.","Ian","m","Diemen"
"Arnhem","Artikel 1","7","Döll-Osei Ameyaw","P.","Phyllis","v","Amsterdam"
"Arnhem","Artikel 1","8","van Saarloos","S.C.","Simone","v","Amsterdam"
"Arnhem","Artikel 1","9","Basabose","O.","Olave","m","Rotterdam"
"Arnhem","Artikel 1","10","Dekker","M.","Martijn","m","Heemstede"
"Arnhem","Artikel 1","11","Hernández González","J.","Juanita","v","Strijen"
"Arnhem","Artikel 1","12","Witte","R.S.B.","Robert","m","Alkmaar"
"Arnhem","Artikel 1","13","van de Vaate","G.","Gert-Jan","m","Rotterdam"
"Arnhem","Artikel 1","14","Leito","M.T.","Marianella","v","Amsterdam"
"Arnhem","Artikel 1","15","van der Veen","J.","Jasper","m","Amsterdam"
"Arnhem","Artikel 1","16","Bakker","A.M.T.","Annemieke","v","Hilversum"
"Arnhem","Artikel 1","17","Wertheim","A.R.","Anne-Ruth","v","Amsterdam"
"Arnhem","Artikel 1","18","Helberg","G.O.","Glenn","m","Amsterdam"
"Arnhem","Artikel 1","19","Wekker","G.D.","Gloria","v","Amsterdam"
"Arnhem","Artikel 1","20","Meulenbelt","A.H.","Anja","v","Amsterdam"
"Arnhem","Niet Stemmers","1","Plasman","J.P.","Peter","m","Amsterdam"
"Arnhem","Niet Stemmers","2","Plasman","R.","Rijk","m","Amsterdam"
"Arnhem","Niet Stemmers","3","Plasman","R.","Rits","m","Amsterdam"
"Arnhem","Niet Stemmers","4","van Vliet","W.","Willem","m","Amsterdam"
"Arnhem","Niet Stemmers","5","El Farougui","N.","Nihad","v","Amsterdam"
"Arnhem","Niet Stemmers","6","Rhee","R.P.R.","Remco","m","Haarlem"
"Arnhem","Niet Stemmers","7","Schwab","M.","Maribel","v","Amsterdam"
"Arnhem","Niet Stemmers","8","Karga","Y.","Yasemin","v","Amsterdam"
"Arnhem","Niet Stemmers","9","Konya","S.","Selmi","m","Amsterdam"
"Arnhem","Niet Stemmers","10","Held","R.A.J.","Rachel","v","Amsterdam"
"Arnhem","Niet Stemmers","11","Pentinga","C.H.","Carolien","v","Amsterdam"
"Arnhem","Niet Stemmers","12","Plasman-Van Ligten","J.C.","Judith","v","Amsterdam"
"Arnhem","Libertarische Partij (LP)","1","Valentine","R.W.","Robert","m","Baarn"
"Arnhem","Libertarische Partij (LP)","2","Inen","A.Q.","Arno","m","Amsterdam"
"Arnhem","Libertarische Partij (LP)","3","Bouscher","N.","Nathan","m","Amsterdam"
"Arnhem","Libertarische Partij (LP)","4","Pailer","S.","Simone","v","'s-Gravenhage"
"Arnhem","Libertarische Partij (LP)","5","Hampton","M.W.","Mathieu","m","Mierlo"
"Arnhem","Libertarische Partij (LP)","6","Backhuijs","W.Q.","Quintus","m","Leiden"
"Arnhem","Libertarische Partij (LP)","7","Wessels","I.","Imre","m","Enter"
"Arnhem","Libertarische Partij (LP)","8","Knispel","K.J.M.","Karel","m","Westervoort"
"Arnhem","Libertarische Partij (LP)","9","Wassenaar","K.J.","Klaas","m","Sofia (BG)"
"Arnhem","Libertarische Partij (LP)","10","van Ginkel","J.G.M.","Juan","m","Waddinxveen"
"Arnhem","Libertarische Partij (LP)","11","de Vries","A.J.W.","Aike","m","'s-Hertogenbosch"
"Arnhem","Libertarische Partij (LP)","12","Jansen","N.","Nando","m","Rotterdam"
"Arnhem","Libertarische Partij (LP)","13","Nagtegaal","S.","Sjors","m","Maarssen"
"Arnhem","Libertarische Partij (LP)","14","van der Wal","M.","Marinus","m","Kollumerzwaag"
"Arnhem","Libertarische Partij (LP)","15","Jansma","E.W.","Ewout","m","Groningen"
"Arnhem","Libertarische Partij (LP)","16","Woudwijk","B.","Bertus","m","Burgum"
"Arnhem","Libertarische Partij (LP)","17","Koopmans","S.F.P.","Pallieter","m","Wassenaar"
"Arnhem","Libertarische Partij (LP)","18","Manders","T.T.A.J.","Toine","m","Zoetermeer"
"Arnhem","Lokaal in de Kamer","1","Heijman","J.H.W.F.","Jan","m","Tilburg"
"Arnhem","Lokaal in de Kamer","2","van der Starre","J.J.","Jan","m","Heerhugowaard"
